HGNC	Module_Label
PHC1P1	M2
ZNF154	M2
GPR139	M2
TIGD2	M2
ZNF609	M2
ZNF571	M2
EIF2S3L	M2
ZNF594	M2
RP11-323K3.1	M2
ZFP3	M2
ZFP82	M2
ZBTB2	M2
SETD2	M2
RFX7	M2
C19ORF6	M2
TNRC18	M2
ZNF708	M2
CYB5D1	M2
B4GALNT4	M2
ZSCAN22	M2
RP3-341D10.1	M2
RP11-181G12.2	M2
ZNF320	M2
AC010336.1	M2
ZNF623	M2
JRKL	M2
EP400	M2
PRR14L	M2
ANKRD45	M2
LRRC55	M2
CDR1	M2
TOP1MT	M2
MED12	M2
ZFP90	M2
LRRC37B	M2
ZNF445	M2
PGBD2	M2
ZBTB37	M2
C19ORF68	M2
BRCC3	M2
CXORF38	M2
SGK196	M2
BICD2	M2
RASA3	M2
ZNF566	M2
ZNF224	M2
ZNF284	M2
BCL9L	M2
ZNF749	M2
ZNF17	M2
ZNF197	M2
LRRC16B	M2
ZACN	M2
C3ORF70	M2
RSBN1L	M2
PCDHB13	M2
SIRT7	M2
TET3	M2
ZNF643	M2
DOC2B	M2
KLHL17	M2
ZSCAN23	M2
ZNF490	M2
ZNF669	M2
ZNF177	M2
SKOR1	M2
MTF1	M2
RIMKLBP1	M2
ZNF573	M2
ZNF527	M2
ZKSCAN3	M2
SLC35E2B	M2
ZNF699	M2
KIAA0895L	M2
ZNF79	M2
ZNF766	M2
ZNF836	M2
ZNF493	M2
POM121	M2
ZNF167	M2
ZNF565	M2
ELAVL3	M2
TRRAP	M2
SRGAP2P2	M2
ZNF781	M2
PTPN1	M2
ZNF124	M2
ZNF777	M2
ZNF605	M2
ZFP62	M2
BX284668.1	M2
ZNF431	M2
MAML3	M2
C4ORF42	M2
ZSCAN16	M2
FAM125B	M2
ZFP28	M2
SRGAP1	M2
PCDHB16	M2
ZNF138	M2
ZNF300P1	M2
SLC25A29	M2
ZNF682	M2
PCNXL3	M2
C20ORF112	M2
ZNF786	M2
ZNF517	M2
ZNF860	M2
PCDHB11	M2
AL355149.1	M2
ZNF624	M2
TOPORS	M2
C5ORF42	M2
ZNF615	M2
SPTAN1	M2
ZNF460	M2
PHF2	M2
ZNF790	M2
ZNF311	M2
ZNF121	M2
NOL8	M2
C6ORF124	M2
ZNF485	M2
FAM115A	M2
ZNF583	M2
ZNF568	M2
ZNF480	M2
KCNRG	M2
NCOA6	M2
TTC37	M2
ANKRD13B	M2
ZNF652	M2
LRIG2	M2
CHAMP1	M2
RUSC2	M2
TOP1	M2
MAP3K3	M2
CR786580.1	M2
C9ORF37	M2
AL391421.1	M2
PHACTR4	M2
GPRIN2	M2
TMEM57	M2
MBD5	M2
PRRC2A	M2
ZNF551	M2
DHX16	M2
ZNF616	M2
AC009113.1	M2
C5ORF51	M2
AC073343.9	M2
RNPS1	M2
AC116904.1	M2
TSSK2	M2
U6	M2
MIR9-2	M2
RP11-476E15.3	M2
SFT2D2	M2
SCAF8	M2
AC007256.5	M2
COG8	M2
RP11-66N11.6	M2
RP11-428P16.2	M2
FOXO3B	M2
GTF2H4	M2
DNASE1	M2
AC092329.1	M2
TMEM213	M2
DDX6P2	M2
ANKRD36BP1	M2
AC087491.2	M2
FAM22D	M2
KIAA0913	M2
HNRNPUL2	M2
METTL12	M2
RP11-944L7.2	M2
SMTNL1	M2
GNL3LP1	M2
TTC3P1	M2
UBXN2B	M2
ZNF407	M2
BX322557.10	M2
SLC35E2	M2
RP11-488L18.3	M2
ZC3H11B	M2
RP11-7G12.2	M2
MIR935	M2
RP1-202I21.5	M2
THSD1P1	M2
RP11-157J24.1	M2
AC110619.2	M2
ZNF579	M2
AC125494.1	M2
NBPF1	M2
BMPR1APS1	M2
MIR1281	M2
MIR1306	M2
C2ORF16	M2
COX10-AS1	M2
RP4-800M22.2	M2
RP11-555J4.4	M2
FAM115B	M2
EXOSC6	M2
RPL23AP53	M2
RP11-54O7.3	M2
RP11-177H22.2	M2
EPB41L4A-AS1	M2
RP11-75A9.3	M2
AC004223.1	M2
RP11-700P18.2	M2
AC005014.5	M2
MSL3P1	M2
RP11-182L21.2	M2
LINC00422	M2
IPO8P1	M2
RP11-255B23.1	M2
RP11-156F12.1	M2
AC090945.1	M2
AC006026.9	M2
CTA-250D10.19	M2
RP11-322M19.2	M2
PRRT4	M2
CTD-2228K2.7	M2
RP11-513I15.6	M2
RP3-508I15.14	M2
GS1-542M4.2	M2
AC007679.3	M2
RP11-183G22.3	M2
IPO7P2	M2
RP4-736I12.1	M2
TLK2P1	M2
RP11-544L8__B.2	M2
AC009487.6	M2
AC127496.3	M2
TEX22	M2
RP3-512E2.2	M2
UPF3AP1	M2
RP1-1J6.2	M2
C19ORF29-AS1	M2
LA16C-395F10.1	M2
RP11-98D18.1	M2
CTA-85E5.10	M2
RP11-261C10.5	M2
RP11-166N17.1	M2
RP11-656D10.5	M2
AC015933.2	M2
RP5-837I24.1	M2
THRAP3P1	M2
RP4-765A10.2	M2
RP11-839D17.2	M2
RP1-283E3.3	M2
AC004017.1	M2
RP11-497D6.2	M2
RP11-480I12.3	M2
RP11-1148L6.5	M2
RP11-177A2.4	M2
RP5-994D16.9	M2
RP11-108M9.3	M2
MYO5BP3	M2
AP001432.11	M2
AP001065.15	M2
RP11-206L10.11	M2
RP4-781K5.2	M2
RP4-784A16.2	M2
UBE3AP2	M2
LINC00242	M2
RP11-230C9.2	M2
RP4-718N17.1	M2
RP11-216F19.1	M2
RP11-567B20.2	M2
RP11-78H18.2	M2
KHSRPP1	M2
Z83851.1	M2
AK3P3	M2
TMSL6	M2
CISD3	M2
DDX6P1	M2
RP3-508I15.19	M2
CTD-2230M5.1	M2
RP11-54O7.1	M2
RP4-595K12.2	M2
DSTNP1	M2
RP11-113I24.1	M2
FAM201B	M2
RP11-175O19.4	M2
AC007238.1	M2
AC012513.6	M2
RP11-723O4.2	M2
ACTG1P10	M2
AC004941.5	M2
AC021021.1	M2
RP11-296O14.2	M2
PABPC1P1	M2
LL0XNC01-116E7.2	M2
RP11-213G2.5	M2
RP11-90L20.3	M2
RP11-261C10.4	M2
RP1-187N21.2	M2
ACTR3P2	M2
RP11-395C17.1	M2
CTC-303L1.1	M2
RP3-437C15.1	M2
AC083884.8	M2
XXYAC-YM21GA2.1	M2
RP11-96K19.2	M2
RP11-764K9.2	M2
IPO7P1	M2
MIPEPP3	M2
RP5-875O13.1	M2
AC037445.1	M2
MYCNOS	M2
AC092835.2	M2
AC139887.4	M2
AC104113.3	M2
AC074117.10	M2
RP11-77G23.2	M2
RP11-613M10.6	M2
AC114877.3	M2
ZNF736	M2
AC005534.6	M2
WDR82P1	M2
Z82214.2	M2
AC109828.1	M2
RP13-33H18.1	M2
MYO5BP1	M2
RP11-398C13.4	M2
RP11-477D19.2	M2
RP4-641G12.4	M2
AC073046.25	M2
AC009505.2	M2
RP11-377N20.1	M2
AC006978.6	M2
ARHGEF7-AS2	M2
TSPEAR-AS1	M2
MORC2-AS1	M2
RP4-814D15.1	M2
RP11-269F20.1	M2
RP11-184I16.2	M2
RP11-262H14.10	M2
RP11-574K11.16	M2
RP5-1184F4.5	M2
RP11-944L7.4	M2
MIR600HG	M2
EHMT2-AS1	M2
RP11-32B5.1	M2
RP11-813P10.2	M2
ZNF737	M2
TOP1P1	M2
RP11-125H8.2	M2
RP1-14N1.2	M2
ZEB2-AS1	M2
AC092295.5	M2
GATS	M2
CDRT4	M2
RP11-405L18.1	M2
RPL13P5	M2
AC012358.8	M2
AC026271.4	M2
RP11-553L6.3	M2
RP11-479I1.4	M2
KLF7P1	M2
PLCXD2	M2
RP11-54O7.2	M2
RP11-47K11.2	M2
ZNF578	M2
UBQLN4P1	M2
RP11-435F17.3	M2
USP27X	M2
AC079767.2	M2
RP11-513M16.2	M2
C22ORF39	M2
AC010729.1	M2
RP11-508N12.4	M2
AC004893.11	M2
RP11-46A10.5	M2
MICAL3	M2
PPAN-P2RY11	M2
PGBD3	M2
MRPS31P3	M2
AP000322.53	M2
AC019221.4	M2
AC126544.2	M2
RP1-63G5.5	M2
RGAG1	M2
RP11-14D22.2	M2
RP11-101P17.7	M2
P2RY11	M2
RP3-508I15.18	M2
CTD-2013N24.2	M2
RP11-47K11.3	M2
ASPRV1	M2
RP3-449O17.1	M2
AC090984.1	M2
CTC-241N9.1	M2
AC011477.2	M2
LINC00461	M2
ZNF585B	M2
AC134943.1	M2
AL158032.1	M2
RP11-29H23.5	M2
RP11-159H10.3	M2
AL139044.1	M2
RP11-629G13.1	M2
RP11-323F5.2	M2
SCARNA11	M2
CTD-2653M23.2	M2
AC006230.4	M2
RP4-671G15.3	M2
AC126775.1	M2
RP11-443J23.1	M2
CDC2L1	M2
AC115115.2	M2
CTB-118N6.3	M2
CTD-2516K3.3	M2
AC026271.1	M2
RP11-377G16.2	M2
RP11-175M2.2	M2
RP11-392L5.1	M2
CTD-2089O24.1	M2
AC005609.17	M2
RP11-39E3.4	M2
ZNF154	M2
Z83851.2	M2
RP11-298J20.4	M2
ZNF324B	M2
AC005609.12	M2
RP11-440L14.1	M2
RP11-5K16.2	M2
C4ORF10	M2
ZNF564	M2
RP11-15K19.2	M2
RP11-311D14.2	M2
RP4-671G15.2	M2
RP11-359B12.1	M2
C4ORF39	M2
RP11-333E13.2	M2
GLI4	M2
AC012645.1	M2
RNPS1P1	M2
RP11-849H4.4	M2
CTC-459M5.2	M2
ZNF674	M2
AC003682.1	M2
RP11-298J23.6	M2
CTC-250P20.2	M2
RP11-215G15.4	M2
ABCA11P	M2
5S_RRNA	M2
AC121334.1	M2
SNORA31	M2
RP11-582J16.5	M2
TUG1	M2
RP11-1112C15.2	M2
RP11-787D18.1	M2
CTC-293A9.2	M2
RP11-21C4.1	M2
RP11-598P20.3	M2
NAV2-AS2	M2
RP1-27O5.3	M2
CSNK2A1P	M2
RP11-660L16.2	M2
RP11-513D5.2	M2
RP1-317E23.6	M2
BAIAP2L1	M2
AF186192.2	M2
RP11-787P24.1	M2
RP11-567I13.1	M2
C6ORF3	M2
RP11-732A19.5	M2
RP11-732A19.6	M2
RP11-770J1.3	M2
Z95704.2	M2
RP11-513D5.5	M2
RP11-443N24.1	M2
AC110619.1	M2
RP11-196H14.4	M2
RP11-444D3.1	M2
RP11-196H14.2	M2
RP11-867G2.8	M2
RP11-711M9.1	M2
AC010296.1	M2
ZNF486	M2
RP11-473N11.2	M2
AL589642.1	M2
AC010620.1	M2
RP11-123O10.4	M2
ZNF225	M2
AC020910.2	M2
RP11-46H11.5	M2
RP11-856F16.2	M2
ZNF350	M2
ZNF253	M2
CTD-2140B24.4	M2
RP11-783K16.5	M2
RP11-46H11.10	M2
RP11-783K16.13	M2
RP11-317N8.4	M2
RP11-641A6.5	M2
RP11-350F4.2	M2
RP11-597A11.4	M2
RP11-493P1.2	M2
MKRN9P	M2
RP11-658F2.8	M2
ZNF578	M2
RP11-361H10.2	M2
RP11-109N23.4	M2
RP11-123B3.6	M2
CXADRP2	M2
RP11-618G20.1	M2
RP11-125H8.1	M2
FAM18B2-CDRT4	M2
RP11-361H10.4	M2
RP11-804L24.1	M2
RP11-840I19.3	M2
RP11-903H12.2	M2
RP11-761I4.1	M2
PRKXP1	M2
ITGB3	M2
RP11-815J21.4	M2
RP11-64K12.4	M2
RP11-1084A12.2	M2
RP11-317G6.1	M2
RP11-56B16.1	M2
RP11-126F18.2	M2
RP11-290H9.2	M2
NFYA	M3
SEMA3F	M3
KDM1A	M3
RECQL	M3
DVL2	M3
UPF1	M3
LIG3	M3
ZNF195	M3
TMEM98	M3
BTBD7	M3
MKS1	M3
RNF216	M3
TMEM159	M3
SLC25A39	M3
ZC3H3	M3
COX15	M3
DPEP1	M3
ZFP64	M3
AQR	M3
BCLAF1	M3
ZZZ3	M3
RAI14	M3
PHF23	M3
CUL7	M3
RSF1	M3
ERCC8	M3
ARID1B	M3
FOXN3	M3
SYNE2	M3
PHF21B	M3
SEC61A1	M3
ALDH18A1	M3
SNRNP40	M3
QSER1	M3
ZNF285	M3
WAPAL	M3
U2AF2	M3
MTMR1	M3
C12ORF11	M3
TNPO3	M3
DDX20	M3
ANKS1A	M3
GNAI3	M3
WDR3	M3
KARS	M3
PDIA5	M3
ELAVL1	M3
DIP2B	M3
SMARCD1	M3
MPPED2	M3
C9ORF30	M3
KIF26A	M3
ZFAT	M3
DHX8	M3
HYAL2	M3
RASSF1	M3
PSME4	M3
NUP133	M3
EXOC5	M3
ZXDC	M3
TCF3	M3
DAZAP1	M3
CPSF1	M3
SMC1A	M3
HSD17B10	M3
IKBKG	M3
ALPK1	M3
KDM5A	M3
EED	M3
CA12	M3
FSCN1	M3
SART3	M3
BAZ2A	M3
UNG	M3
NT5C2	M3
XAB2	M3
GTF3C1	M3
SNRPA	M3
FAM76B	M3
POLD3	M3
GTF2I	M3
FBLN1	M3
FKBP7	M3
XRCC5	M3
SENP1	M3
RSBN1	M3
CCNT2	M3
KAT6A	M3
TNPO1	M3
PIBF1	M3
TDRD3	M3
CAD	M3
RBM22	M3
SRRT	M3
UIMC1	M3
XRN2	M3
GCN1L1	M3
BRAP	M3
ZBTB25	M3
C14ORF118	M3
PAPOLA	M3
SPG21	M3
CERS4	M3
EFNB1	M3
DLL3	M3
RBM27	M3
SEL1L3	M3
CDV3	M3
G2E3	M3
SUPT16H	M3
EIF2C1	M3
RFFL	M3
HDAC6	M3
AAAS	M3
CBX5	M3
C1ORF9	M3
NUP188	M3
NUBP2	M3
ABL1	M3
H2AFY2	M3
HNRNPM	M3
CDC34	M3
POLRMT	M3
CRKL	M3
SMARCB1	M3
DGCR14	M3
SLC25A1	M3
PATZ1	M3
POLDIP3	M3
CABP7	M3
TAB1	M3
SMCR7L	M3
FAM118A	M3
PHF5A	M3
ALKBH1	M3
HIF1A	M3
TELO2	M3
VRK1	M3
C14ORF93	M3
APEX1	M3
PCIF1	M3
CSTF1	M3
TH1L	M3
DIDO1	M3
CRNKL1	M3
TTI1	M3
RPRD1B	M3
DHX35	M3
DNTTIP1	M3
ZNF516	M3
SMCHD1	M3
CSTF2	M3
MID1	M3
MOSPD1	M3
STAG2	M3
RP2	M3
PHF16	M3
MAGED2	M3
RBM3	M3
ZDHHC15	M3
ARL2BP	M3
CTCF	M3
MMP15	M3
COG4	M3
SLC7A6	M3
AXIN1	M3
TSC2	M3
UBE2I	M3
BFAR	M3
MAZ	M3
INTS9	M3
UBR5	M3
ERI1	M3
MAN2B1	M3
GYS1	M3
HNRNPL	M3
RNASEH2A	M3
IL4I1	M3
PTOV1	M3
TIMM44	M3
FBL	M3
PIAS4	M3
C19ORF29	M3
HNRNPUL1	M3
GLTSCR2	M3
KDELR1	M3
PRPF31	M3
ZNF85	M3
PLEKHA8	M3
EIF3B	M3
NUDT1	M3
PTPRZ1	M3
GLCCI1	M3
NRF1	M3
EZH2	M3
CEP41	M3
TGFBR1	M3
SHB	M3
UBE2R2	M3
TRDMT1	M3
MINPP1	M3
TFAM	M3
AATF	M3
CASC3	M3
KPNB1	M3
CBX1	M3
MED13	M3
NUP88	M3
FTSJ3	M3
EFTUD2	M3
DHX15	M3
WHSC1	M3
NCAPG	M3
PUS3	M3
DDX6	M3
CBL	M3
NUP98	M3
CORO1C	M3
PARP11	M3
CDKN1B	M3
NUP107	M3
CHD4	M3
ST8SIA1	M3
NEDD9	M3
ASF1A	M3
MCM9	M3
FANCE	M3
C6ORF64	M3
ZNF451	M3
BYSL	M3
PRPF4B	M3
FBRSL1	M3
PCDHB2	M3
ARRDC3	M3
RAD1	M3
SEC24A	M3
DBN1	M3
CBLB	M3
CISH	M3
ACVR2B	M3
KLHL24	M3
KIAA1310	M3
LMAN2L	M3
GTF3C2	M3
IGFBP2	M3
OTX1	M3
SF3B1	M3
CHST10	M3
PASK	M3
ODC1	M3
CEBPZ	M3
RND3	M3
MSH6	M3
ALMS1	M3
GPX7	M3
PAPPA2	M3
RALGPS2	M3
LRRC42	M3
SRSF4	M3
WDR77	M3
DOCK7	M3
MAD2L2	M3
ZBTB17	M3
MYCL1	M3
RLF	M3
AKT3	M3
KDM5B	M3
TXNIP	M3
APH1A	M3
PIK3R3	M3
STAG1	M3
STK11	M3
CRYGD	M3
CREB1	M3
CASP8AP2	M3
MED28	M3
RPN2	M3
GTF3C3	M3
CPSF3	M3
WDR34	M3
GLE1	M3
IRF2BPL	M3
MLH3	M3
DNMT3A	M3
ATAD2B	M3
BCL11A	M3
MXI1	M3
SMNDC1	M3
GNA13	M3
NUP43	M3
KDM3B	M3
TMPO	M3
DUSP4	M3
PPPDE1	M3
ZMYM2	M3
KHDRBS1	M3
PDS5A	M3
ZSCAN20	M3
POLK	M3
BBS9	M3
KLHL7	M3
TRIM24	M3
IFT81	M3
DDX39A	M3
PKN1	M3
TTC21B	M3
XPO5	M3
SOX4	M3
CNOT1	M3
TMTC4	M3
EFNB2	M3
SYMPK	M3
CENPB	M3
STK35	M3
SNRPB	M3
RALY	M3
RBM42	M3
UBA2	M3
C14ORF135	M3
NUP214	M3
ZC4H2	M3
ZNF484	M3
BCL11B	M3
MASP1	M3
FBXL12	M3
PPAT	M3
ADM2	M3
COPB1	M3
FXR2	M3
CCNT1	M3
ILF3	M3
SNX6	M3
TTI2	M3
SH3BP4	M3
MLLT4	M3
PAK4	M3
CEP85	M3
TRIM28	M3
UBE4B	M3
ZNF227	M3
KIAA0182	M3
PSMC3IP	M3
ACLY	M3
DCAF15	M3
PRKAA1	M3
UBE2G1	M3
H3F3B	M3
PRMT7	M3
ANKRD5	M3
CTNNBL1	M3
RNF122	M3
DPF2	M3
PTGFRN	M3
SOX5	M3
PHC2	M3
RNF138	M3
ELP2	M3
C18ORF10	M3
ERCC5	M3
KDELC1	M3
MSI1	M3
SYNCRIP	M3
EPHA7	M3
LCA5	M3
MAP3K7	M3
NAT10	M3
CAPRIN1	M3
CDK4	M3
ZC3H10	M3
EMX1	M3
ZNF670	M3
URB2	M3
DHX9	M3
CKAP4	M3
IGF2BP3	M3
TTYH3	M3
CIDEB	M3
SRSF1	M3
DCAF7	M3
ACTL6A	M3
TBR1	M3
TANK	M3
FAM129B	M3
CDK5RAP2	M3
PRPF4	M3
FPGS	M3
NCBP1	M3
PDCL	M3
POLR1E	M3
IGFBPL1	M3
FOXP4	M3
LRRC1	M3
HMGA1	M3
SLCO5A1	M3
NEK1	M3
CTDSPL2	M3
SMEK2	M3
KIF20B	M3
TET1	M3
SMARCAL1	M3
BARD1	M3
NAB1	M3
CNOT6L	M3
FAM60A	M3
NUPL1	M3
SMARCC2	M3
CDH24	M3
PELI2	M3
DCAF5	M3
SORD	M3
ANP32A	M3
MESDC1	M3
USP3	M3
PML	M3
DET1	M3
EFTUD1	M3
NOB1	M3
GALNT1	M3
WRAP53	M3
EIF4A3	M3
NARF	M3
CBX8	M3
SMAD4	M3
DUS3L	M3
URB1	M3
AKT1	M3
ZNF787	M3
IGLON5	M3
HDGF	M3
XPR1	M3
ZNF687	M3
SETDB1	M3
MCL1	M3
PIP5K1A	M3
INTS7	M3
TAF1A	M3
ILF2	M3
NVL	M3
C1ORF55	M3
EML4	M3
SNRNP200	M3
TMEM177	M3
C2ORF67	M3
DIS3L2	M3
VPRBP	M3
TIFA	M3
METTL14	M3
PDGFC	M3
PPIP5K2	M3
FEM1C	M3
BOD1	M3
CDKAL1	M3
ABT1	M3
PRIM2	M3
PHIP	M3
ZMYM4	M3
MEPCE	M3
TLK2	M3
KDM6A	M3
NONO	M3
MCPH1	M3
ST18	M3
NFIB	M3
HAUS6	M3
ZCCHC7	M3
SIGMAR1	M3
GTF3C5	M3
C10ORF47	M3
USP6NL	M3
TAF5	M3
PDCD11	M3
TUT1	M3
SSRP1	M3
MTA2	M3
PPP4C	M3
IPMK	M3
EXT2	M3
FER	M3
DPYSL4	M3
BICD1	M3
HAUS1	M3
SUV39H2	M3
ZNF837	M3
CENPH	M3
FEZF2	M3
C14ORF109	M3
ING1	M3
GTF2E1	M3
CEBPG	M3
C17ORF103	M3
ENAH	M3
BUB3	M3
GABPA	M3
MMS19	M3
METTL19	M3
NUP205	M3
ZKSCAN2	M3
PDIA4	M3
RMND1	M3
ALX3	M3
FGF18	M3
PHF6	M3
ZFAND3	M3
ZNF618	M3
FANCC	M3
CUL4B	M3
AUTS2	M3
HIST1H2BD	M3
PPP1R15B	M3
ZSCAN12	M3
RNF166	M3
KIAA1967	M3
GART	M3
SON	M3
IGF2BP1	M3
ZNF230	M3
PDE9A	M3
PKNOX1	M3
CBS	M3
RRP1B	M3
G6PD	M3
MCM3AP	M3
C9ORF7	M3
C19ORF47	M3
MAML1	M3
DVL3	M3
PRPSAP1	M3
SIGLEC11	M3
FAM171A2	M3
RAVER1	M3
SENP3	M3
DCP1A	M3
LRP5	M3
BEND5	M3
ZSWIM5	M3
SYNC	M3
RBBP4	M3
NFIA	M3
USP1	M3
ZNF496	M3
VANGL2	M3
RBM15	M3
C2ORF44	M3
ANTXR2	M3
GMPS	M3
ZNF148	M3
DNALI1	M3
UBXN7	M3
AIMP1	M3
NAA15	M3
KIAA1430	M3
MIOS	M3
SYTL3	M3
BRI3	M3
MED30	M3
INTS1	M3
DCAF13	M3
KIAA1429	M3
BRWD3	M3
DNAAF2	M3
ZNF22	M3
ARF6	M3
NSD1	M3
FAM69B	M3
DDX21	M3
CPSF2	M3
ARL5B	M3
AMOTL1	M3
RAB8B	M3
C10ORF26	M3
RNF169	M3
ZNF143	M3
MCM7	M3
CENPV	M3
ZNF606	M3
CDK12	M3
MYO5B	M3
RRM1	M3
ZNF229	M3
ZNF668	M3
ZNF646	M3
VKORC1	M3
RAB8A	M3
MIDN	M3
GATAD2A	M3
ZNF610	M3
ZNF701	M3
ZNF526	M3
EEF2	M3
CHAF1A	M3
AC011498.1	M3
C19ORF48	M3
RCOR2	M3
C2CD3	M3
FADD	M3
SAC3D1	M3
SF1	M3
RBPJ	M3
IRF2BP2	M3
THAP11	M3
DTYMK	M3
RFWD3	M3
POLR3D	M3
SERINC2	M3
CDKN2AIP	M3
ZBTB5	M3
CHTF8	M3
ZNF507	M3
CSNK1G1	M3
XPO6	M3
CD2BP2	M3
LMAN2	M3
SIN3A	M3
ARL13B	M3
PCBP1	M3
SPNS1	M3
CHRNA5	M3
HNRNPF	M3
ZFPM2	M3
PWWP2A	M3
USP47	M3
ZNF212	M3
CDH2	M3
BOP1	M3
CDCA4	M3
FOXN2	M3
PPM1D	M3
TSEN34	M3
KIAA1826	M3
ZNF160	M3
ZNF672	M3
ZNF581	M3
ZNF561	M3
C12ORF32	M3
ZNF217	M3
USP19	M3
QARS	M3
CLP1	M3
ZNF24	M3
CORO1B	M3
SP3	M3
MYD88	M3
OXSR1	M3
PHF8	M3
NOC3L	M3
TNKS	M3
SSSCA1	M3
SMARCC1	M3
CBX2	M3
PRPF8	M3
DDX23	M3
BRMS1	M3
CTBP2	M3
SPSB4	M3
ZNF654	M3
ZNF519	M3
SART1	M3
UCP2	M3
RUVBL1	M3
RNPEP	M3
CCDC101	M3
LMNB2	M3
THAP4	M3
FAM89B	M3
SEC24C	M3
CHD9	M3
CCDC71	M3
NHLH2	M3
HNRNPA0	M3
ZCCHC3	M3
ZNF620	M3
IMPDH2	M3
LCORL	M3
PARD6G	M3
TMEM11	M3
SUZ12	M3
PFAS	M3
C17ORF62	M3
RMI1	M3
ELMOD2	M3
GEMIN4	M3
MAF1	M3
TIGD5	M3
FIZ1	M3
SOCS4	M3
RCC1	M3
SHISA2	M3
ZNF792	M3
SCRIB	M3
EHMT1	M3
HIST3H2A	M3
ZNF678	M3
AC026703.1	M3
MEX3D	M3
PLAG1	M3
FAM181B	M3
MRPS16	M3
YBEY	M3
NXPH4	M3
CEP97	M3
LIMK2	M3
SKA2	M3
RBM10	M3
CEP63	M3
MTA1	M3
CADM1	M3
PYCR1	M3
FANCF	M3
BCOR	M3
SF3A3	M3
KLHL25	M3
THOC4	M3
TBL3	M3
ZNF703	M3
LIN9	M3
KIRREL	M3
PRKX	M3
ST6GALNAC3	M3
ACTG1	M3
NIPSNAP1	M3
FAM190A	M3
ZNF93	M3
ZBTB40	M3
HIST2H2BE	M3
H1FX	M3
NOC4L	M3
AP3M1	M3
WHSC2	M3
HSF1	M3
FAM100B	M3
KATNA1	M3
ZSCAN30	M3
C14ORF23	M3
DCC	M3
PTMA	M3
IFT140	M3
ZKSCAN4	M3
NHEJ1	M3
SECISBP2	M3
EIF4EBP1	M3
MUTED	M3
SRSF10	M3
ZNF548	M3
TMEM201	M3
COBRA1	M3
ZNF292	M3
H1F0	M3
ARID2	M3
SF3B3	M3
FAM53B	M3
KAZN	M3
MYT1	M3
ZNF250	M3
FAT4	M3
ZNF681	M3
EEF1A1P5	M3
LCOR	M3
ZNF765	M3
TSC22D2	M3
ZNF569	M3
IPO4	M3
PRPF40A	M3
ZKSCAN5	M3
HIST1H2AG	M3
C14ORF21	M3
ZNF100	M3
IGF2R	M3
PCBP2	M3
PGAP1	M3
SRC	M3
ZNF772	M3
EIF4BP6	M3
HNRNPAB	M3
ZNF628	M3
PIGN	M3
PTMAP2	M3
MCMBP	M3
MRPL42	M3
ZNF84	M3
ZFP161	M3
ZNF649	M3
TFDP1	M3
ZNF192	M3
ZNF813	M3
ZNF28	M3
WDHD1	M3
BAZ1A	M3
KLHL9	M3
IPO9	M3
DLL1	M3
LDB1	M3
GPATCH3	M3
ARHGAP11A	M3
DCAF12	M3
ITPRIPL1	M3
FOXO6	M3
ZDHHC18	M3
DAXX	M3
RING1	M3
RNF5	M3
EHMT2	M3
VARS	M3
APOM	M3
BAG6	M3
AC115618.1	M3
AC126544.1	M3
H1FX-AS1	M3
MIR632	M3
ST13P5	M3
AL391152.1	M3
NUP62	M3
RP11-760D2.10	M3
PPP1R14BP2	M3
AC009237.8	M3
C8ORF82	M3
LBH	M3
RP11-561N12.5	M3
RP13-178D16.2	M3
ZNF134	M3
NPM1P6	M3
SLC23A3	M3
TAX1BP3	M3
RP6-218J18.2	M3
RP11-332P22.2	M3
PTMAP5	M3
RBBP4P4	M3
PHB2	M3
RBMXP2	M3
HNRNPA1P7	M3
AL645728.2	M3
RP6-159A1.2	M3
PAPOLB	M3
RP1-209B5.2	M3
FAM200A	M3
BX842568.2	M3
HMGN1P4	M3
AC009487.4	M3
CTC-203F4.1	M3
RP3-499B10.5	M3
EIF4BP3	M3
AC083949.1	M3
EIF4BP7	M3
RP11-40H20.2	M3
SMARCE1P1	M3
RP11-122F14.3	M3
SP3P	M3
RP11-384B12.3	M3
AC026166.1	M3
RP11-285G1.8	M3
RP11-576I22.1	M3
RBMX2P5	M3
RP11-742N3.1	M3
PARP1P1	M3
HNRNPKP2	M3
RP13-188A5.1	M3
RP11-118D22.3	M3
RPL3P2	M3
AC004014.4	M3
DHX9P1	M3
AC100775.1	M3
RP11-549L6.3	M3
EEF1A1P11	M3
AC006460.2	M3
RP11-298C3.2	M3
AF013593.1	M3
RP11-110G21.1	M3
RP11-567G24.1	M3
ATP5G2P4	M3
AC103801.2	M3
AC015818.6	M3
KARSP1	M3
AL353997.7	M3
SMARCE1P5	M3
RP11-75A9.1	M3
TRAF3IP2-AS1	M3
AC135050.1	M3
AC023468.2	M3
ACTBP12	M3
HMGA1P8	M3
AC011533.1	M3
EIF3FP3	M3
HMGA1P6	M3
AC125238.2	M3
RP11-288G3.2	M3
RP11-507C10.5	M3
AC006026.13	M3
RP11-518D3.3	M3
JRK	M3
EIF3EP1	M3
EIF4A1P2	M3
RP3-497J21.1	M3
SUMO2P1	M3
AC064850.4	M3
H3F3AP4	M3
TTC28-AS1	M3
ACTG1P4	M3
RP11-39K24.7	M3
HMGA1P1	M3
RP4-560B9.4	M3
RP11-402K9.1	M3
AC012314.8	M3
RP11-280G19.2	M3
AC083873.4	M3
