"","Batch","Treatment","wellID","Image_ID","ind_type","Measurement","Normalized"
"173","2","DMSO-(WT)","12","6","R841X-Correction",131.108210355507,0.355811991552482
"174","2","DMSO-(WT)","12","7","R841X-Correction",213.731848036585,0.580042655619208
"175","2","DMSO-(WT)","12","9","R841X-Correction",410.535040543855,1.11414296619489
"185","3","DMSO-(WT)","13","2","R841X-Correction",388.364292377227,1.05397420912021
"186","3","DMSO-(WT)","13","6","R841X-Correction",249.592445847866,0.677364026194673
"187","3","DMSO-(WT)","13","9","R841X-Correction",904.551505651836,2.45484452739506
"222","3","DMSO-(WT)","13","1","R841X-Correction",602.128358614309,1.63410430107962
"223","3","DMSO-(WT)","13","10","R841X-Correction",131.589195184763,0.357117326813639
"224","3","DMSO-(WT)","13","11","R841X-Correction",309.573594287255,0.840145684368134
"225","3","DMSO-(WT)","13","12","R841X-Correction",319.024119289846,0.865793278163141
"226","3","DMSO-(WT)","13","3","R841X-Correction",198.794721610245,0.53950508221007
"227","3","DMSO-(WT)","13","4","R841X-Correction",513.094703270679,1.39247761624337
"228","3","DMSO-(WT)","13","5","R841X-Correction",220.401307800686,0.598142771201665
"229","3","DMSO-(WT)","13","7","R841X-Correction",231.397756550479,0.627985817026632
"230","3","DMSO-(WT)","13","8","R841X-Correction",206.161291292926,0.559497070679727
"234","3","DMSO-(WT)","14","1","R841X-Correction",501.407210772609,1.36075916039139
"235","3","DMSO-(WT)","14","3","R841X-Correction",332.587748583911,0.902603344738795
"236","3","DMSO-(WT)","14","4","R841X-Correction",357.332671074237,0.969758102844489
"237","3","DMSO-(WT)","14","5","R841X-Correction",100.551229494146,0.272884002629207
"238","3","DMSO-(WT)","14","6","R841X-Correction",141.836907243713,0.384928390870303
"239","3","DMSO-(WT)","14","7","R841X-Correction",772.733384772466,2.09710592364465
"191","3","DMSO-(WT)","15","4","R841X-Correction",65.0377382879859,0.176504637837469
"192","3","DMSO-(WT)","15","7","R841X-Correction",164.320034973105,0.44594490869197
"247","3","DMSO-(WT)","15","1","R841X-Correction",336.228457949502,0.912483794227976
"248","3","DMSO-(WT)","15","10","R841X-Correction",295.093552602876,0.800848584243653
"249","3","DMSO-(WT)","15","11","R841X-Correction",377.329286608525,1.02402652416053
"250","3","DMSO-(WT)","15","12","R841X-Correction",120.219496524717,0.326261325403712
"251","3","DMSO-(WT)","15","13","R841X-Correction",229.260867713776,0.62218655647192
"252","3","DMSO-(WT)","15","2","R841X-Correction",217.947279581349,0.591482832318505
"253","3","DMSO-(WT)","15","3","R841X-Correction",384.333440670898,1.04303496001146
"254","3","DMSO-(WT)","15","5","R841X-Correction",677.470193663715,1.83857302430799
"255","3","DMSO-(WT)","15","8","R841X-Correction",305.112069925596,0.828037641216776
"256","3","DMSO-(WT)","15","9","R841X-Correction",430.015565539937,1.16701077955722
"199","3","DMSO-(WT)","16","1","R841X-Correction",205.345615139376,0.557283423221116
"200","3","DMSO-(WT)","16","2","R841X-Correction",283.736927617745,0.770028063222757
"201","3","DMSO-(WT)","16","3","R841X-Correction",340.273694225458,0.923462081337115
"202","3","DMSO-(WT)","16","6","R841X-Correction",267.375332354028,0.725624651872901
"208","3","DMSO-(WT)","17","11","R841X-Correction",316.596228804646,0.859204273962199
"209","3","DMSO-(WT)","17","3","R841X-Correction",311.516668598949,0.845418955498168
"210","3","DMSO-(WT)","17","7","R841X-Correction",35.3241604312062,0.0958655437280855
"211","3","DMSO-(WT)","17","8","R841X-Correction",89.7425235255094,0.243550468242783
"212","3","DMSO-(WT)","17","9","R841X-Correction",378.702126544949,1.02775224744313
"218","3","DMSO-(WT)","18","1","R841X-Correction",194.161419114476,0.526930853761563
"219","3","DMSO-(WT)","18","2","R841X-Correction",366.368215206646,0.994279488223753
"220","3","DMSO-(WT)","18","3","R841X-Correction",432.600294923961,1.17402542575871
"221","3","DMSO-(WT)","18","9","R841X-Correction",483.11019438492,1.31110324774703
"42","1","DMSO","1","12","R841X-Mutant",1162.64744647835,3.15528602124263
"43","1","DMSO","1","2","R841X-Mutant",190.241472741036,0.51629258845285
"44","1","DMSO","1","3","R841X-Mutant",112.69356539171,0.305836849030637
"45","1","DMSO","1","5","R841X-Mutant",992.433487806675,2.69334570903201
"46","1","DMSO","1","8","R841X-Mutant",326.890157106159,0.887140763369904
"1","1","DMSO","2","14","R841X-Mutant",559.199831839258,1.51760141720356
"49","1","DMSO","2","10","R841X-Mutant",541.602458883382,1.4698442530981
"50","1","DMSO","2","12","R841X-Mutant",867.764605482189,2.35500928308113
"51","1","DMSO","2","16","R841X-Mutant",666.189740025947,1.80795922320747
"52","1","DMSO","2","4","R841X-Mutant",380.056486800415,1.03142781908331
"53","1","DMSO","2","5","R841X-Mutant",503.42488119832,1.36623487644703
"54","1","DMSO","2","8","R841X-Mutant",710.698909840622,1.92875178311782
"55","1","DMSO","2","9","R841X-Mutant",304.350915142098,0.825971958231233
"3","1","DMSO","3","25","R841X-Mutant",180.391560247404,0.489561104806831
"4","1","DMSO","3","7","R841X-Mutant",211.160184893688,0.573063469632341
"64","1","DMSO","3","13","R841X-Mutant",494.704612361019,1.34256911048576
"65","1","DMSO","3","16","R841X-Mutant",749.165905343423,2.033146605088
"66","1","DMSO","3","19","R841X-Mutant",415.309880790178,1.12710131115881
"67","1","DMSO","3","22","R841X-Mutant",606.071542970309,1.64480563149182
"68","1","DMSO","3","23","R841X-Mutant",536.689917336849,1.45651220328583
"69","1","DMSO","3","24","R841X-Mutant",242.769040392903,0.658846120431815
"70","1","DMSO","3","6","R841X-Mutant",540.651314351134,1.46726296067289
"71","1","DMSO","3","8","R841X-Mutant",319.692187673265,0.867606335799677
"12","1","DMSO","4","12","R841X-Mutant",516.306705987644,1.40119460719685
"13","1","DMSO","4","13","R841X-Mutant",449.202844230321,1.21908275754232
"14","1","DMSO","4","6","R841X-Mutant",408.105567252041,1.10754966644624
"15","1","DMSO","4","7","R841X-Mutant",384.34426482653,1.04306433547438
"77","1","DMSO","4","1","R841X-Mutant",298.250110146868,0.809415103633493
"78","1","DMSO","4","15","R841X-Mutant",912.269291488106,2.47578967447115
"79","1","DMSO","4","17","R841X-Mutant",931.73066145495,2.52860550337665
"80","1","DMSO","4","2","R841X-Mutant",991.243907277654,2.69011732984816
"81","1","DMSO","4","4","R841X-Mutant",581.797706994156,1.5789293458048
"21","1","DMSO","5","3","R841X-Mutant",658.197481345284,1.78626918968128
"22","1","DMSO","5","7","R841X-Mutant",273.92398322567,0.74339690657993
"86","1","DMSO","5","10","R841X-Mutant",563.769378784241,1.53000262071765
"87","1","DMSO","5","11","R841X-Mutant",452.179309334912,1.22716052760553
"88","1","DMSO","5","12","R841X-Mutant",646.337556128974,1.75408277206917
"89","1","DMSO","5","4","R841X-Mutant",678.536068300443,1.84146568050558
"90","1","DMSO","5","8","R841X-Mutant",303.938456226517,0.824852594098443
"91","1","DMSO","5","9","R841X-Mutant",366.226689088084,0.993895403276168
"26","1","DMSO","6","11","R841X-Mutant",681.66805981111,1.8499655306211
"27","1","DMSO","6","2","R841X-Mutant",445.56913388039,1.20922130254398
"28","1","DMSO","6","6","R841X-Mutant",1384.92104977652,3.75850997834356
"94","1","DMSO","6","1","R841X-Mutant",488.707054782661,1.32629245702051
"95","1","DMSO","6","10","R841X-Mutant",772.964161723992,2.09773222467114
"96","1","DMSO","6","4","R841X-Mutant",459.257402492941,1.24636962531287
"97","1","DMSO","6","5","R841X-Mutant",632.586182769767,1.71676319057039
"98","1","DMSO","6","8","R841X-Mutant",756.921035762176,2.05419310089146
"32","1","DMSO","7","13","R841X-Mutant",591.975298367361,1.60655011071257
"33","1","DMSO","7","14","R841X-Mutant",79.5024666426559,0.215760179417857
"102","1","DMSO","7","15","R841X-Mutant",404.504346162485,1.09777638341216
"103","1","DMSO","7","16","R841X-Mutant",119.322225538259,0.323826239334059
"104","1","DMSO","7","7","R841X-Mutant",429.409290438368,1.16536542149206
"105","1","DMSO","7","8","R841X-Mutant",623.193363642173,1.69127220361374
"106","1","DMSO","7","9","R841X-Mutant",237.351617752164,0.644143883755284
"266","1","IGF1","4","5","R841X-Mutant",835.717148789486,2.2680363211354
"267","1","IGF1","4","7","R841X-Mutant",1013.93867890719,2.75170822388476
"268","1","IGF1","4","8","R841X-Mutant",729.815433190485,1.98063173957692
"269","1","IGF1","4","4","R841X-Mutant",670.863846362446,1.82064418839621
"274","1","IGF1","6","1","R841X-Mutant",1476.23117249299,4.00631472317649
"275","1","IGF1","6","12","R841X-Mutant",1058.19858044387,2.87182429952167
"276","1","IGF1","6","19","R841X-Mutant",760.587229423228,2.0641427117085
"277","1","IGF1","6","2","R841X-Mutant",426.15555600057,1.15653517564279
"278","1","IGF1","6","30","R841X-Mutant",738.858909869923,2.00517465293943
"293","1","IGF1","7","10","R841X-Mutant",515.180241128482,1.39813751638716
"294","1","IGF1","7","13","R841X-Mutant",906.023777990332,2.45884009831657
"295","1","IGF1","7","14","R841X-Mutant",1129.31481497514,3.06482524867407
"296","1","IGF1","7","17","R841X-Mutant",498.579935016466,1.35308627236452
"297","1","IGF1","7","18","R841X-Mutant",280.534161770869,0.76133614002921
"298","1","IGF1","7","21","R841X-Mutant",1112.03746694669,3.01793659392027
"299","1","IGF1","7","22","R841X-Mutant",1244.74323329169,3.37808416122881
"300","1","IGF1","7","23","R841X-Mutant",420.701163266964,1.14173260655889
"301","1","IGF1","7","24","R841X-Mutant",729.489053898169,1.97974598523945
"302","1","IGF1","7","7","R841X-Mutant",1204.54667152324,3.2689955034124
"303","1","IGF1","7","8","R841X-Mutant",395.405415784268,1.07308297534799
"304","1","IGF1","7","9","R841X-Mutant",679.313189606212,1.84357469472165
"408","1","RAPA","1","3","R841X-Mutant",697.467738329764,1.89284396717643
"433","1","RAPA","1","1","R841X-Mutant",667.905864984807,1.81261658095576
"434","1","RAPA","1","2","R841X-Mutant",221.54560581031,0.601248259047392
"435","1","RAPA","1","4","R841X-Mutant",1423.55889684506,3.86336847101522
"436","1","RAPA","1","5a","R841X-Mutant",431.34219459082,1.1706110920271
"437","1","RAPA","1","6","R841X-Mutant",687.49477870662,1.8657785483475
"438","1","RAPA","1","7","R841X-Mutant",483.977501106224,1.31345701438725
"439","1","RAPA","2","10","R841X-Mutant",688.609107312925,1.86880270281943
"456","1","RAPA","2","2","R841X-Mutant",197.668910209795,0.536449764809119
"457","1","RAPA","2","3","R841X-Mutant",575.329065043583,1.56137422573389
"458","1","RAPA","2","6","R841X-Mutant",378.165036888342,1.02629465039531
"459","1","RAPA","2","8","R841X-Mutant",592.55413082343,1.60812099272225
"460","1","RAPA","2","9","R841X-Mutant",179.277233575044,0.486536955583398
"470","1","RAPA","3","2","R841X-Mutant",218.996912205744,0.594331409638505
"471","1","RAPA","3","4","R841X-Mutant",117.509198999083,0.318905902294201
"472","1","RAPA","3","5","R841X-Mutant",1137.62262458919,3.08737164966756
"476","1","RAPA","4","1","R841X-Mutant",326.443900200565,0.885929675537245
"477","1","RAPA","4","2","R841X-Mutant",351.93980646194,0.955122513717987
"478","1","RAPA","4","3","R841X-Mutant",156.530179696913,0.424804173781381
"479","1","RAPA","4","5","R841X-Mutant",312.161502682279,0.847168958025001
"488","1","RAPA","5","1","R841X-Mutant",716.639707720464,1.94487439755444
"489","1","RAPA","5","10","R841X-Mutant",441.128994893687,1.1971712967408
"490","1","RAPA","5","11","R841X-Mutant",580.601783564768,1.57568375274849
"491","1","RAPA","5","2","R841X-Mutant",585.071239655892,1.58781332166433
"492","1","RAPA","5","4","R841X-Mutant",500.887015601975,1.35934741295653
"493","1","RAPA","5","5","R841X-Mutant",696.713586698113,1.89079728990685
"494","1","RAPA","5","6","R841X-Mutant",523.38797135319,1.42041231389572
"495","1","RAPA","5","8","R841X-Mutant",551.013769095515,1.49538542264512
"496","1","RAPA","5","3","R841X-Mutant",1056.7903565699,2.86800254846741
"623","1","DHPG","1","10","R841X-Mutant",274.165599209636,0.74405262344322
"624","1","DHPG","1","12","R841X-Mutant",238.124255905885,0.646240731233254
"625","1","DHPG","1","16","R841X-Mutant",717.383031343894,1.94689168890564
"626","1","DHPG","1","19","R841X-Mutant",213.816616515856,0.58027270712665
"627","1","DHPG","1","5","R841X-Mutant",309.723716475273,0.840553098019423
"628","1","DHPG","1","6","R841X-Mutant",293.813138080409,0.79737369247283
"629","1","DHPG","1","8","R841X-Mutant",544.689832224841,1.4782230148424
"630","1","DHPG","1","9","R841X-Mutant",170.560136187923,0.462879796558359
"633","1","DHPG","2","2","R841X-Mutant",240.383539350654,0.65237215610577
"636","1","DHPG","2","14","R841X-Mutant",275.399805429218,0.747402111410337
"637","1","DHPG","2","3","R841X-Mutant",199.623470378688,0.541754207180936
"638","1","DHPG","2","4","R841X-Mutant",499.515760860535,1.35562599170339
"645","1","DHPG","3","12","R841X-Mutant",441.262871965366,1.1975346230906
"646","1","DHPG","3","13","R841X-Mutant",505.579600145892,1.37208252578868
"647","1","DHPG","3","14","R841X-Mutant",135.39599357928,0.367448522049385
"648","1","DHPG","3","4","R841X-Mutant",665.587956391077,1.80632605444537
"649","1","DHPG","3","5","R841X-Mutant",606.777903192756,1.64672260859662
"651","1","DHPG","3","10","R841X-Mutant",777.4552896786,2.10992060843073
"652","1","DHPG","3","6","R841X-Mutant",574.734931607911,1.55976181869682
"658","1","DHPG","4","10","R841X-Mutant",689.360087494395,1.87084077315279
"659","1","DHPG","4","15","R841X-Mutant",502.636931884331,1.36409647631257
"660","1","DHPG","4","16","R841X-Mutant",128.11326119042,0.347684057961303
"662","1","DHPG","4","13","R841X-Mutant",527.738863488711,1.43222011442608
"663","1","DHPG","4","19","R841X-Mutant",1120.64999983662,3.04130997741446
"765","1","TG003","1","1","R841X-Mutant",340.972395845767,0.92535827391231
"766","1","TG003","1","10","R841X-Mutant",306.097663396921,0.830712423939706
"767","1","TG003","1","11","R841X-Mutant",128.938179636928,0.349922787896862
"768","1","TG003","1","12","R841X-Mutant",738.086273672013,2.0030778107693
"769","1","TG003","1","15","R841X-Mutant",456.400814162319,1.23861718646706
"770","1","TG003","1","17","R841X-Mutant",742.469649832195,2.01497376905482
"771","1","TG003","1","18","R841X-Mutant",395.694825944065,1.07386839988436
"772","1","TG003","1","19","R841X-Mutant",481.518058882777,1.3067823825449
"773","1","TG003","1","5","R841X-Mutant",828.345165019507,2.24802963948078
"775","1","TG003","1","7","R841X-Mutant",830.724326077553,2.25448639784849
"782","1","TG003","2","14","R841X-Mutant",1322.42184626251,3.58889462006459
"783","1","TG003","2","18","R841X-Mutant",414.117128810973,1.12386432503874
"784","1","TG003","2","27","R841X-Mutant",586.66879430031,1.59214889377002
"785","1","TG003","2","28","R841X-Mutant",819.197123842872,2.22320295058741
"786","1","TG003","2","29","R841X-Mutant",975.318015766712,2.64689636633724
"787","1","TG003","2","7","R841X-Mutant",226.873778030278,0.615708280763658
"790","1","TG003","2","11","R841X-Mutant",949.301914334704,2.57629178072164
"799","1","TG003","3","10","R841X-Mutant",268.012508543159,0.727353871791393
"800","1","TG003","3","11","R841X-Mutant",309.277459569679,0.839342010186762
"801","1","TG003","3","12","R841X-Mutant",490.167560905221,1.33025609584018
"802","1","TG003","3","13","R841X-Mutant",721.046053554766,1.95683269278646
"803","1","TG003","3","15","R841X-Mutant",627.167452029282,1.70205740386771
"804","1","TG003","3","20","R841X-Mutant",804.311622673195,2.18280548194622
"805","1","TG003","3","6","R841X-Mutant",117.813922274959,0.319732884794898
"806","1","TG003","3","9","R841X-Mutant",498.266241524873,1.35223494577194
"807","1","TG003","3","17","R841X-Mutant",643.650507843377,1.74679044461459
"808","1","TG003","3","19","R841X-Mutant",819.569442483426,2.22421337881787
"815","1","TG003","4","11","R841X-Mutant",641.295630117127,1.74039958830309
"816","1","TG003","4","12","R841X-Mutant",726.715918183128,1.97222002680452
"817","1","TG003","4","13","R841X-Mutant",649.572813499017,1.76286287336792
"818","1","TG003","4","16","R841X-Mutant",1199.67372642458,3.25577091362066
"819","1","TG003","4","5","R841X-Mutant",421.273640686196,1.14328624175919
"820","1","TG003","4","6","R841X-Mutant",604.740434543106,1.64119316253071
"821","1","TG003","4","7","R841X-Mutant",231.272467306539,0.627645797013503
"932","1","BDNF","1","14","R841X-Mutant",536.366709494714,1.45563505588459
"933","1","BDNF","1","15","R841X-Mutant",214.961571354319,0.583379977527234
"934","1","BDNF","1","17","R841X-Mutant",1036.2547889958,2.81227147581842
"935","1","BDNF","1","2","R841X-Mutant",565.103664393162,1.53362371216969
"936","1","BDNF","1","22","R841X-Mutant",755.058898424583,2.0491394830224
"942","1","BDNF","3","13","R841X-Mutant",1036.52254313916,2.81299812851803
"943","1","BDNF","3","14","R841X-Mutant",412.467291917956,1.11938686516762
"944","1","BDNF","3","15","R841X-Mutant",353.983618011952,0.960669173656337
"945","1","BDNF","3","9","R841X-Mutant",1262.8761259988,3.42729466184681
"951","1","BDNF","4","12","R841X-Mutant",402.583583675931,1.09256366390522
"952","1","BDNF","4","16A","R841X-Mutant",774.632499030317,2.1022598924498
"953","1","BDNF","4","16B","R841X-Mutant",789.80741035979,2.14344278562736
"954","1","BDNF","4","1A","R841X-Mutant",789.755128111191,2.14330089786193
"955","1","BDNF","4","1B","R841X-Mutant",680.910744250629,1.84791026682734
"956","1","BDNF","4","4","R841X-Mutant",970.771449960371,2.63455753088298
"957","1","BDNF","4","6","R841X-Mutant",444.079319713287,1.20517812519908
"958","1","BDNF","4","7A","R841X-Mutant",308.467854239249,0.837144838215528
"959","1","BDNF","4","8","R841X-Mutant",426.481935292887,1.15742092998027
"960","1","BDNF","4","17","R841X-Mutant",618.496293990398,1.67852491873565
"965","1","BDNF","5","12","R841X-Mutant",399.425443519613,1.08399284949494
"966","1","BDNF","5","13","R841X-Mutant",780.480866420917,2.11813166160093
"967","1","BDNF","5","15","R841X-Mutant",316.827946101896,0.859833126974442
"968","1","BDNF","5","9","R841X-Mutant",805.902834417252,2.18712384017947
"974","1","BDNF","6","10a","R841X-Mutant",487.551271935977,1.32315580070154
"975","1","BDNF","6","10b","R841X-Mutant",360.426118838225,0.978153349844533
"976","1","BDNF","6","12","R841X-Mutant",891.606189742689,2.41971248934481
"977","1","BDNF","6","13","R841X-Mutant",887.207500466427,2.40777497309497
"1091","1","EFT508","1","10","R841X-Mutant",790.854143601417,2.14628349436954
"1092","1","EFT508","1","2","R841X-Mutant",504.055983766513,1.3679476132852
"1093","1","EFT508","1","7","R841X-Mutant",207.983562241335,0.56444249593985
"1094","1","EFT508","1","8","R841X-Mutant",567.169131959615,1.53922914394482
"1099","1","EFT508","2","18","R841X-Mutant",617.954442803324,1.67705439946401
"1100","1","EFT508","2","31","R841X-Mutant",845.533261666834,2.29467607666804
"1101","1","EFT508","2","32","R841X-Mutant",645.709632509467,1.75237866251727
"1108","1","EFT508","3","20","R841X-Mutant",351.003980617872,0.95258279437912
"1109","1","EFT508","3","21","R841X-Mutant",561.410015950133,1.52359959236022
"1110","1","EFT508","3","23","R841X-Mutant",481.354869236619,1.30633950537616
"1111","1","EFT508","3","24","R841X-Mutant",961.229434126741,2.60866164192238
"1118","1","EFT508","4","14","R841X-Mutant",209.544147753233,0.568677738244437
"1119","1","EFT508","4","17","R841X-Mutant",429.670701681362,1.1660748603192
"1120","1","EFT508","4","18","R841X-Mutant",606.420897668281,1.64575373833049
"1121","1","EFT508","4","2","R841X-Mutant",485.285645590846,1.31700716195657
"1122","1","EFT508","4","7","R841X-Mutant",397.44922733428,1.07862963528634
"1127","1","EFT508","5","11","R841X-Mutant",365.554132279514,0.992070164590958
"1128","1","EFT508","5","2","R841X-Mutant",596.410968912617,1.61858798970046
