"NAME"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"A1BG"	195.031831737501	0.689461809990531	0.27069584732375	2.54434290362942	0.0109483547159132	0.0542893055700165
"A1CF"	5.67092113005807	0.152322277784883	0.507901469655835	0.294749667554314	0.768185118501237	0.852676128947756
"A2M"	8748.83177961931	1.98992785189974	0.508703023129031	4.3442582145487	1.39747063838603e-05	0.000771189546019439
"A2ML1"	37.9700064037176	-0.697679846549203	0.422105558387215	-1.666564655868	0.0956010017557462	0.219693586699382
"A3GALT2"	18.3229386580875	-0.422935512681202	0.438689383127224	-0.972668998871745	0.330717837697011	0.493947008519995
"A4GALT"	4.87926732973674	-0.456614371231945	0.463201599710275	-1.25954874002012	0.207832197100606	0.364686381631674
"A4GNT"	11.109126530079	-0.166906503338698	0.468789322670681	-0.385275166200558	0.700033558596023	0.805399644126385
"AAAS"	2352.68919586074	-0.213107020909306	0.103587391078882	-2.05729774202797	0.0396575944301083	0.123909445765251
"AACS"	943.681099504186	-0.0679392269256986	0.12481934213914	-0.544298809297296	0.5862358661878	0.716530610332024
"AADAC"	0.781162755862184	-0.0824281872822357	0.315400449087631	-0.339132357083156	0.734510023834191	NA
"AADACL2"	0.834418349784419	0.0856461994302039	0.358438839414915	0.223552570451845	0.823105472868803	NA
"AADAT"	1282.72094259398	-0.446361795016481	0.172128502519513	-2.59307654495342	0.00951215971345718	0.0498322147017552
"AAED1"	148.734833826884	0.617091199362114	0.337226727829679	1.8333532757591	0.0667500513340894	0.17335032450981
"AAGAB"	1883.94195494729	0.402493182766419	0.171630741731924	2.34474863797742	0.0190399108682448	0.0774407057861483
"AAK1"	3682.44238344144	-0.381777697297743	0.263594941244705	-1.44752993795209	0.147748557799226	0.292212994308709
"AAMDC"	153.827816377882	0.751754411970294	0.24273201544374	3.09539661390103	0.00196549880828584	0.0201851871279454
"AAMP"	2512.19642111214	0.135539413128261	0.0692539490676117	1.95712214859066	0.050333108983157	0.144530678816788
"AANAT"	9.14820431913401	-0.887361154180946	0.463944593861452	-1.90051087950695	0.057366108612809	0.157422123742285
"AAR2"	1180.28911245454	0.157059071547954	0.13552472672833	1.15885135701417	0.246516779394992	0.407644967774855
"AARD"	3.83516791958016	-0.632227322229652	0.503497322119078	-1.26874782409961	0.204531019547425	0.361197617006467
"AARS"	5752.71193819606	0.201793594295184	0.15938702699906	1.26606477665703	0.205489891934256	0.362075623442857
"AARS2"	998.698454887376	-0.112953045456507	0.152100820545575	-0.742633781536861	0.457703430343913	0.611068610788746
"AARSD1"	0.862011272181257	-0.236654847415044	0.349564557651924	-0.943993607533618	0.345172914922311	NA
"AASDH"	844.547391623315	-0.135134292754204	0.111608993614106	-1.21078218874602	0.225978893200402	0.38418352409918
"AASDHPPT"	3364.29230754282	0.0976493448504347	0.131504221957078	0.742499951521509	0.457784481160555	0.611125304502771
"AASS"	1930.566461183	-0.678093273207128	0.198309245770546	-3.41972081786939	0.00062685433208284	0.0104837580903147
"AATF"	1357.35658816102	0.295415419120925	0.110621296754973	2.67047092247124	0.00757449317221341	0.0435602116417996
"AATK"	528.39853094841	-0.132396503339197	0.336301308891784	-0.393799304848286	0.693729217682846	0.800764036853065
"AATK-AS1"	8.18841818338129	-0.413722630991653	0.443607731040989	-0.922836336696356	0.356092501519988	0.518983439686534
"ABAT"	10752.821128319	-0.0490151414369307	0.244579621346013	-0.200453799754425	0.84112568708231	0.900875931428271
"ABCA1"	8857.48394056256	0.237147165493982	0.288179612215873	0.825358474892153	0.409168102725973	0.567063739147179
"ABCA10"	48.4611112365246	-1.1936544279365	0.441935785799882	-2.70532174466593	0.00682382606611357	0.04109344381563
"ABCA12"	143.805217048551	0.0183296060497436	0.366217593777143	0.0492676679747753	0.960705985432792	0.975863352827383
"ABCA13"	119.719602201591	1.21529931791586	0.508342073056057	2.32889803866007	0.0198644678714033	0.0794646839943033
"ABCA2"	4441.98337691616	-0.366828431853968	0.120924170154108	-3.03359090289032	0.00241661892647026	0.0229188087170276
"ABCA3"	4812.23679237199	-0.0746716150369634	0.118330450768567	-0.631041008146732	0.528013711460621	0.671269960034782
"ABCA4"	15.7469305618094	0.466495793309628	0.442154474741349	1.08184179994938	0.279322829409016	0.441068292340976
"ABCA5"	1267.84855658234	-0.929303562249237	0.312236585796942	-2.97837389692989	0.00289782245351337	0.0252002412497335
"ABCA6"	17.4532292298343	-1.32921047576202	0.474546222497053	-2.84998259972651	0.00437216209179713	0.0321328553178111
