"exp_ID" "Lawn" "individual" "lineID" "ind_type" "SHANK2_gtype" "ind_desc" "Color" "Family" "wellID" "sEPSC_Ampl" "sEPSC_Freq" "Setup" "growth_condition" "Line" "FamilyType" "ind_desc_paper" "line_desc_paper" "comparison_var" "comparison_label"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 10 0.740593072797657 0.395811316544691 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 10 1.00288645274683 0.725654077033506 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 10 0.879454273947217 2.1769622409958 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 10 1.68176343614468 0.865837254941511 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 10 0.91031231864712 1.84711948050699 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 10 1.97491486079375 7.19057225386031 "EXP" "AA" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 10 1.5815365069594 1.71518236839523 "EXP" "AA" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 10 1.62004734674487 5.01361001286451 "EXP" "AA" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 10 1.11854240428206 1.91308802666758 "EXP" "AA" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 10 0.756022095147608 0.857591189145258 "EXP" "AA" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 11 0.859510950743401 0.35054503985575 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 11 1.0959300791293 1.75272518425539 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 11 1.04862102195496 2.40373739898416 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 11 1.08810831500981 0.250389309890291 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 11 0.930411457762011 2.70420457385719 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 11 1.19054819347798 9.71510531839044 "EXP" "AA" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 11 1.63222555125761 7.21121219695249 "EXP" "AA" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 11 1.1747785077532 19.2298991918733 "EXP" "AA" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 11 1.20631787920276 2.25350381154765 "EXP" "AA" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 11 1.30888391515673 13.9216457666127 "EXP" "AA" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 12 0.998362733599641 0.845166882033838 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 12 1.02389176835735 1.12688917604512 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 12 1.10061539153293 0.986028029039478 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 12 0.955632317133528 1.07993545802889 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 12 0.930103282375818 0.986028029039478 "EXP" "AA" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 12 1.05802149396926 4.36669555717483 "EXP" "AA" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 12 1.02389176835735 1.26775032305076 "EXP" "AA" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 12 0.742389791510303 0.234768575995047 "EXP" "AA" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 12 0.981297870793685 1.64338004605144 "EXP" "AA" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 12 1.52737348058427 21.3169869158678 "EXP" "AA" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 13 1.25132053357057 4.85714723573715 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 13 0.824733988035149 0.941992189701403 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 13 2.10449362464141 0.500433350088935 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 13 0.65409936982098 0.353247071689975 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 13 0.703924678339518 1.23636475091491 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 13 0.696758024374522 1.20692749346888 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 13 0.931323746212933 9.50823367818329 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 13 0.739416678928065 8.6839905138504 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 13 0.952709951695776 3.23809815568624 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 13 1.47883335785613 15.5134338969129 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 14 1.00050023927484 0.191673245072081 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 14 0.608786314269116 0.575019738810118 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 14 0.910045374268596 1.12608032063852 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 14 1.07282555777664 1.38963103665574 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 14 1.68161187204575 5.79811569847073 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 14 1.18131353552933 1.65318174907909 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 14 1.33801839228322 8.62529608215177 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 14 0.807632723270054 3.47407758984242 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 14 0.777448957015304 3.30636349815818 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 14 0.934153813769195 3.47407758984242 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 15 0.861912354733845 4.07719585800695 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 15 1.12711615619041 0.0994438065082667 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 15 0.961363780280058 1.09388181192465 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 15 0.986292937616975 1.88943223415765 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 15 1.08561176126246 1.19332561843292 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 15 0.828761879551774 2.48609504337411 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 15 1.60779804633044 0.696106615724726 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 15 0.82054056170662 5.4694090894564 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 15 0.903416749661798 4.47497106912345 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 15 0.721089136160408 0.397775211116497 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 16 0.92135315290609 3.68131287041595 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 16 1.07376660156416 0.795959542574579 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 16 1.09460567672614 0.0497474737428239 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 16 0.900624923888592 0.895454482598106 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 16 1.02532683642701 7.66111057582673 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 16 0.879785848726616 0.348232301275526 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 16 0.92135315290609 0.497474715041877 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 16 1.02532683642701 1.34318172389716 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 16 1.19857936024706 5.17373700807946 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 16 0.872913387768943 1.89040390521974 "EXP" "AA+BDNF" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 17 0.909499769053001 0.364040061533147 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 17 0.972457380184976 0.667406780994269 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 17 1.22457596023293 2.7303004614986 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 17 1.31461831025006 8.28191139987909 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 17 0.702330330133594 0.182020030766573 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 17 1.54872842029459 9.22234822702322 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 17 1.60275383030487 5.24824421891937 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 17 0.945516709059852 0.27303004614986 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 17 2.07097405039393 6.00666101529692 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 17 1.91797408924483 13.9548690269541 "EXP" "AA+BDNF" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 18 1.12418120481901 7.64107778787203 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 18 0.758287521001177 0.64993075524901 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 18 1.00434516992114 0.316182529153326 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 18 0.891320419422436 0.843153411075535 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKate2" "SHANK2 R841X" 18 1.31042726260877 0.755324931633451 "EXP" "AA+BDNF" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 18 0.685172640028853 0.283753552614991 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 18 0.764992379081609 1.42282138118997 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 18 0.758287521001177 0.790456322883314 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 18 1.17739436418751 17.1968164476064 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 18 1.33032898421259 4.76030363424224 "EXP" "AA+BDNF" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 19 1.10726203410333 5.26114676056136 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 19 1.17288145060821 9.339555104121 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 19 1.04991066407806 0.0407840854544085 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
"4" "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKate2" "SK0019" 19 0.820242706310987 0.611761251228065 "EXP" "AA+BDNF" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL"
