"exp_ID" "wellID" "Lawn" "individual" "lineID" "ind_type" "SHANK2_gtype" "ind_desc" "Color" "Family" "imagebatchID" "imageID" "Syn_Number" "Dend_Length" "Setup" "Line" "FamilyType" "ind_desc_paper" "line_desc_paper" "comparison_var" "comparison_label" "growth_condition"
"1" 9 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "4" 3.20300620892464 1.7629213259789 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 9 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "5" 1.51414838967347 1.23628900482306 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 9 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "7" 1.80533077230298 3.57375727368279 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 10 "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKO2" "SHANK2 R841X" 1 "1" 2.063106904003 2.01513150125276 "EXP" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL" "AA"
"1" 10 "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKO2" "SHANK2 R841X" 1 "2" 1.71925575333583 2.00416680158964 "EXP" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL" "AA"
"1" 10 "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKO2" "SHANK2 R841X" 1 "3" 0.429813938333958 0.641383397935264 "EXP" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL" "AA"
"1" 10 "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKO2" "SHANK2 R841X" 1 "4" 1.20347902733508 1.27482376626427 "EXP" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL" "AA"
"1" 10 "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKO2" "SHANK2 R841X" 1 "5" 0.515776726000749 0.500511149391633 "EXP" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL" "AA"
"1" 10 "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKO2" "SHANK2 R841X" 1 "6" 0.945590664334707 0.902761237674595 "EXP" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL" "AA"
"1" 10 "CTRL1" "SK0441-001" "39" "CTRL" "WT" "CTRL3" "mKO2" "SHANK2 R841X" 1 "7" 1.11751623966829 0.670205857173095 "EXP" "SK0441-001 #39" "SHANK2 R841X CTRL" "CTRL3" "CTRL3 #39" "SHANK2 R841X" "CTRL" "AA"
"1" 10 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "1" 2.66484641767054 1.51474382180031 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 10 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "2" 6.70509743800974 2.8137259308627 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 10 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "3" 1.54733017800225 2.00090862515016 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 10 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "4" 0.859627876667915 1.25484825524054 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 10 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "6" 3.0946603560045 1.9148412995703 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 10 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "7" 0.859627876667915 1.20178253161133 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 11 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "GFP" "SK0019" 1 "1" 0.961096835840433 0.894760186234904 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 11 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "GFP" "SK0019" 1 "2" 2.24255928362768 1.95696665644548 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 11 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "GFP" "SK0019" 1 "3c" 2.01372670366567 1.7940813827702 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 11 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "GFP" "SK0019" 1 "3l" 0.457665159924016 0.459055938918579 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 11 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "GFP" "SK0019" 1 "4" 0.503431675916418 0.693429275345948 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 11 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "1" 4.07321992332374 2.86784411970559 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 11 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "2" 2.7459909595441 2.60638132435666 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 11 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "3" 2.05949321965807 1.71578670951284 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 11 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "4" 5.53774843508059 2.07603741041483 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 11 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "5" 2.7459909595441 2.60767144019097 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 11 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "5u" 1.51029502774925 2.23381781020583 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 11 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "7" 1.60182805973406 1.53598184035716 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 11 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "8" 3.79862082736933 1.63966146010255 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 12 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "1" 0.606730152182986 0.767364073452457 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 12 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "2" 0.749490187990748 0.923864047759132 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 12 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "4b" 1.39191034912567 1.60151694241393 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 12 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "4" 1.03501025960627 0.824859629271256 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 12 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "5" 1.17777029541403 0.851037557512753 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 12 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "6" 1.53467038493344 2.07924227042831 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 12 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "7" 0.463970116375225 0.5667161837753 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 12 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "7b" 1.82019045654896 1.06477892685019 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 12 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "1" 1.99864050130866 1.63209883042985 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 12 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "2" 2.10571052816448 2.15911815911474 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 12 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "3" 0.606730152182986 0.946062616113666 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 12 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "4" 1.53467038493344 1.7131248295775 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 12 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "6" 2.89089072510717 1.41905947250037 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 13 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "1" 0.971672220775795 1.77984545002775 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 13 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "2" 4.5807404693716 3.11482779066973 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 13 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "3" 0.55524126901474 0.467557412019511 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 13 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "4" 0.971672220775795 0.627315181123491 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 13 "CTRL1" "SK0019-002" "2" "CTRL" "WT" "CTRL1" "mKO2" "SK0019" 1 "5" 0.416430951761055 0.614982733760251 "EXP" "SK0019-002 #2" "SK0019 CTRL" "CTRL1" "CTRL1 #2" "SHANK2 R841X" "CTRL" "AA"
"1" 13 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "1" 2.22096507605896 1.39482831871487 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 13 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "3" 1.48064338403931 2.27803258130298 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 13 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "4" 5.876303430406 3.75694217291815 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 13 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "5" 1.71199391279545 1.19139187152449 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 13 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "6" 2.68366613357124 2.55665386432879 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 13 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "7c" 3.05382697958107 1.14410956518319 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 13 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "GFP" "SHANK2 R841X" 1 "7l" 2.7762063450737 0.974779932320669 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 14 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "3" 0.697224090959751 0.643611793475064 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 14 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "4" 1.61629221086124 1.78897483408757 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 14 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "5" 0.887376115766956 0.868503904525766 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 14 "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "1" 1.3944481819195 1.2390120412524 "EXP" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 14 "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "5" 1.80644423566845 1.30278206050772 "EXP" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 14 "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "6" 1.04583613643963 2.07086809855881 "EXP" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 14 "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "7" 0.665532086825217 0.659588259788321 "EXP" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 14 "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "8" 1.26768016538137 1.16151104510884 "EXP" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 14 "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "9" 1.1092201447087 1.97230216752368 "EXP" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 14 "CTRL1" "SK0441-003" "2" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "10" 1.3944481819195 1.87820254341728 "EXP" "SK0441-003 #2" "SHANK2 R841X MUT" "R841X" "R841X #2" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 15 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "1" 0.806424846436768 0.853403979201403 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 15 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "3" 1.84325679185547 1.08306751899727 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 15 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "4" 1.26723904440064 1.94689571855727 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 15 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "5" 0.460814197963868 0.53964016111628 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 15 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "7" 1.15203549490967 1.02977620295277 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 15 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "1" 1.95846034134644 2.12871829992042 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 15 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "2" 4.14732778167481 3.270853380699 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 15 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "4" 2.41927453931031 1.37999330610774 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 15 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "5" 2.01606211609192 1.28013134563565 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 15 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "6" 2.70728341303772 1.30193019748552 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 15 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "7" 2.82248696252869 1.47932602116502 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 16 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "2" 1.31822911496842 0.999524826140425 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 16 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "3" 0.748184092279373 0.727568972314346 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 16 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "4" 1.63887944023101 0.927393816690325 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 16 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "5" 0.712556278361307 1.14751311316127 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 16 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "6" 1.35385692888648 1.06468245651837 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 16 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "7" 0.641300650525176 1.21364115021283 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 16 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "2" 2.42269134642844 1.72910970426466 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 16 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "4" 0.605672836607111 0.441211306120083 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 16 "CTRL1" "SK0441-003" "5" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "7" 0.961950975787765 0.504363689727157 "EXP" "SK0441-003 #5" "SHANK2 R841X MUT" "R841X" "R841X #5" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 17 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "1" 1.96950773912143 2.07122413107526 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 17 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "2" 1.05345762790216 0.668940542663776 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 17 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "3" 0.549630066731561 0.999673271170366 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 17 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "5" 0.870247605658305 0.981243226594477 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 17 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "6" 1.0076551223412 0.735784496018246 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
"1" 17 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "2" 1.0076551223412 2.09131860006769 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 17 "CTRL1" "SK0441-003" "13" "MUT" "HET" "SHANK2 R841X" "mKO2" "SHANK2 R841X" 1 "4" 0.870247605658305 1.33196721637601 "EXP" "SK0441-003 #13" "SHANK2 R841X MUT" "R841X" "R841X #13" "SHANK2 R841X" "SHANK2 R841X" "AA"
"1" 18 "CTRL1" "SK0441-002" "4" "CTRL" "WT" "CTRL2" "GFP" "SHANK2 R841X" 1 "3" 0.688707702764338 0.997517549245932 "EXP" "SK0441-002 #4" "SHANK2 R841X CTRL" "CTRL2" "CTRL2 #4" "SHANK2 R841X" "CTRL" "AA"
